
----------------------header--------------------------
2017-03-01 10:39:39,296 [8] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingDAO
2017-03-01 10:39:44,391 [6] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingDAO
2017-03-01 10:39:44,394 [6] DEBUG DalLogger - 访问数据库DAL.DAO.AgendaDAO
2017-03-01 10:39:44,395 [6] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:39:44,401 [6] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:39:44,401 [6] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:39:44,402 [6] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:39:44,413 [6] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 10:39:48,960 [6] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingDAO
2017-03-01 10:39:48,964 [6] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingDAO
2017-03-01 10:39:48,964 [6] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:39:48,964 [6] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:39:48,969 [6] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:39:48,969 [6] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:39:48,969 [6] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:39:52,172 [6] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingDAO
2017-03-01 10:39:52,173 [6] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 10:39:52,173 [6] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 10:39:52,214 [8] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 10:39:52,215 [8] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 10:39:52,218 [8] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:39:52,218 [8] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
